CustomerKey,OrderDateKey,ProductKey,ShipperKey,SupplierKey,EmployeeKey,OrderId,UnitSalesAmount,UnitPriceDiscountPercent,UnitPriceDiscountAmount,Quantity,GrossSalesAmount,TotalDiscountAmount,NetSalesAmount,FreightAmount
1007,19961122,2038,5003,4001,3004,10360,210.8,.00,0,10,2108,0,2108,131.7
1007,19961122,2049,5003,4012,3004,10360,16,.00,0,35,560,0,560,131.7
1007,19961122,2054,5003,4015,3004,10360,5.9,.00,0,28,165.2,0,165.2,131.7
1063,19961122,2039,5002,4001,3001,10361,14.4,.10,1.44,54,777.6,77.76,699.84,183.17
1063,19961122,2060,5002,4008,3001,10361,27.2,.10,2.72,55,1496,149.6,1346.4,183.17
1009,19961125,2025,5001,4011,3003,10362,11.2,.00,0,50,560,0,560,96.04
1009,19961125,2051,5001,4009,3003,10362,42.4,.00,0,20,848,0,848,96.04
1009,19961125,2054,5001,4015,3003,10362,5.9,.00,0,24,141.6,0,141.6,96.04
1017,19961126,2031,5003,4007,3004,10363,10,.00,0,20,200,0,200,30.54
1017,19961126,2075,5003,4024,3004,10363,6.2,.00,0,12,74.4,0,74.4,30.54
1017,19961126,2076,5003,4012,3004,10363,14.4,.00,0,12,172.8,0,172.8,30.54
1019,19961126,2069,5001,4020,3001,10364,28.8,.00,0,30,864,0,864,71.97
1019,19961126,2071,5001,4020,3001,10364,17.2,.00,0,5,86,0,86,71.97
1003,19961127,2011,5002,4003,3003,10365,16.8,.00,0,24,403.2,0,403.2,22
1029,19961128,2065,5002,4018,3008,10366,16.8,.00,0,5,84,0,84,10.14
1029,19961128,2077,5002,4024,3008,10366,10.4,.00,0,5,52,0,52,10.14
1083,19961128,2034,5003,4002,3007,10367,11.2,.00,0,36,403.2,0,403.2,13.55
1083,19961128,2054,5003,4015,3007,10367,5.9,.00,0,18,106.2,0,106.2,13.55
1083,19961128,2065,5003,4018,3007,10367,16.8,.00,0,15,252,0,252,13.55
1083,19961128,2077,5003,4024,3007,10367,10.4,.00,0,7,72.8,0,72.8,13.55
1020,19961129,2021,5002,4026,3002,10368,8,.10,0.8,5,40,4,36,101.95
1020,19961129,2028,5002,4024,3002,10368,36.4,.10,3.64,13,473.2,47.32,425.88,101.95
1020,19961129,2057,5002,4021,3002,10368,15.6,.00,0,25,390,0,390,101.95
1020,19961129,2064,5002,4024,3002,10368,26.6,.10,2.66,35,931,93.1,837.9,101.95
1075,19961202,2029,5002,4024,3008,10369,99,.00,0,20,1980,0,1980,195.68
1075,19961202,2056,5002,4021,3008,10369,30.4,.25,7.6,18,547.2,136.8,410.4,195.68
1014,19961203,2001,5002,4005,3006,10370,14.4,.15,2.16,15,216,32.4,183.6,1.17
1014,19961203,2064,5002,4024,3006,10370,26.6,.00,0,30,798,0,798,1.17
1014,19961203,2074,5002,4028,3006,10370,8,.15,1.2,20,160,24,136,1.17
1041,19961203,2036,5001,4027,3001,10371,15.2,.20,3.04,6,91.2,18.24,72.96,0.45
1062,19961204,2020,5002,4026,3005,10372,64.8,.25,16.2,12,777.6,194.4,583.2,890.78
1062,19961204,2038,5002,4001,3005,10372,210.8,.25,52.7,40,8432,2108,6324,890.78
1062,19961204,2060,5002,4008,3005,10372,27.2,.25,6.8,70,1904,476,1428,890.78
1062,19961204,2072,5002,4007,3005,10372,27.8,.25,6.95,42,1167.6,291.9,875.7,890.78
1037,19961205,2058,5003,4004,3004,10373,10.6,.20,2.12,80,848,169.6,678.4,124.12
1037,19961205,2071,5003,4020,3004,10373,17.2,.20,3.44,50,860,172,688,124.12
1091,19961205,2031,5003,4007,3001,10374,10,.00,0,30,300,0,300,3.94
1091,19961205,2058,5003,4004,3001,10374,10.6,.00,0,15,159,0,159,3.94
1036,19961206,2014,5002,4016,3003,10375,18.6,.00,0,15,279,0,279,20.12
1036,19961206,2054,5002,4015,3003,10375,5.9,.00,0,10,59,0,59,20.12
1051,19961209,2031,5002,4007,3001,10376,10,.05,0.5,42,420,21,399,20.39
1072,19961209,2028,5003,4024,3001,10377,36.4,.15,5.46,20,728,109.2,618.8,22.21
1072,19961209,2039,5003,4001,3001,10377,14.4,.15,2.16,20,288,43.2,244.8,22.21
1024,19961210,2071,5003,4020,3005,10378,17.2,.00,0,6,103.2,0,103.2,5.44
1061,19961211,2041,5001,4017,3002,10379,7.7,.10,0.77,8,61.6,6.16,55.44,45.03
1061,19961211,2063,5001,4022,3002,10379,35.1,.10,3.51,16,561.6,56.16,505.44,45.03
1061,19961211,2065,5001,4018,3002,10379,16.8,.10,1.68,20,336,33.6,302.4,45.03
1037,19961212,2030,5003,4019,3008,10380,20.7,.10,2.07,18,372.6,37.26,335.34,35.03
1037,19961212,2053,5003,4009,3008,10380,26.2,.10,2.62,20,524,52.4,471.6,35.03
1037,19961212,2060,5003,4008,3008,10380,27.2,.10,2.72,6,163.2,16.32,146.88,35.03
1037,19961212,2070,5003,4022,3008,10380,12,.00,0,30,360,0,360,35.03
1046,19961212,2074,5003,4028,3003,10381,8,.00,0,14,112,0,112,7.99
1020,19961213,2005,5001,4018,3004,10382,17,.00,0,32,544,0,544,94.77
1020,19961213,2018,5001,4022,3004,10382,50,.00,0,9,450,0,450,94.77
1020,19961213,2029,5001,4024,3004,10382,99,.00,0,14,1386,0,1386,94.77
1020,19961213,2033,5001,4020,3004,10382,2,.00,0,60,120,0,120,94.77
1020,19961213,2074,5001,4028,3004,10382,8,.00,0,50,400,0,400,94.77
1004,19961216,2013,5003,4016,3008,10383,4.8,.00,0,20,96,0,96,34.24
1004,19961216,2050,5003,4012,3008,10383,13,.00,0,15,195,0,195,34.24
1004,19961216,2056,5003,4021,3008,10383,30.4,.00,0,20,608,0,608,34.24
1005,19961216,2020,5003,4026,3003,10384,64.8,.00,0,28,1814.4,0,1814.4,168.64
1005,19961216,2060,5003,4008,3003,10384,27.2,.00,0,15,408,0,408,168.64
1075,19961217,2007,5002,4010,3001,10385,24,.20,4.8,10,240,48,192,30.96
1075,19961217,2060,5002,4008,3001,10385,27.2,.20,5.44,20,544,108.8,435.2,30.96
1075,19961217,2068,5002,4026,3001,10385,10,.20,2,8,80,16,64,30.96
1021,19961218,2024,5003,4025,3009,10386,3.6,.00,0,15,54,0,54,13.99
1021,19961218,2034,5003,4002,3009,10386,11.2,.00,0,10,112,0,112,13.99
1070,19961218,2024,5002,4025,3001,10387,3.6,.00,0,15,54,0,54,93.63
1070,19961218,2028,5002,4024,3001,10387,36.4,.00,0,6,218.4,0,218.4,93.63
1070,19961218,2059,5002,4008,3001,10387,44,.00,0,12,528,0,528,93.63
1070,19961218,2071,5002,4020,3001,10387,17.2,.00,0,15,258,0,258,93.63
1072,19961219,2045,5001,4014,3002,10388,7.6,.20,1.52,15,114,22.8,91.2,34.86
1072,19961219,2052,5001,4009,3002,10388,5.6,.20,1.12,20,112,22.4,89.6,34.86
1072,19961219,2053,5001,4009,3002,10388,26.2,.00,0,40,1048,0,1048,34.86
1010,19961220,2010,5002,4028,3004,10389,24.8,.00,0,16,396.8,0,396.8,47.42
1010,19961220,2055,5002,4015,3004,10389,19.2,.00,0,15,288,0,288,47.42
1010,19961220,2062,5002,4006,3004,10389,39.4,.00,0,20,788,0,788,47.42
1010,19961220,2070,5002,4022,3004,10389,12,.00,0,30,360,0,360,47.42
1020,19961223,2031,5001,4007,3006,10390,10,.10,1,60,600,60,540,126.38
1020,19961223,2035,5001,4002,3006,10390,14.4,.10,1.44,40,576,57.6,518.4,126.38
1020,19961223,2046,5001,4014,3006,10390,9.6,.00,0,45,432,0,432,126.38
1020,19961223,2072,5001,4007,3006,10390,27.8,.10,2.78,24,667.2,66.72,600.48,126.38
1017,19961223,2013,5003,4016,3003,10391,4.8,.00,0,18,86.4,0,86.4,5.45
1059,19961224,2069,5003,4020,3002,10392,28.8,.00,0,50,1440,0,1440,122.46
1071,19961225,2002,5003,4005,3001,10393,15.2,.25,3.8,25,380,95,285,126.56
1071,19961225,2014,5003,4016,3001,10393,18.6,.25,4.65,42,781.2,195.3,585.9,126.56
1071,19961225,2025,5003,4011,3001,10393,11.2,.25,2.8,7,78.4,19.6,58.8,126.56
1071,19961225,2026,5003,4011,3001,10393,24.9,.25,6.225,70,1743,435.75,1307.25,126.56
1071,19961225,2031,5003,4007,3001,10393,10,.00,0,32,320,0,320,126.56
1036,19961225,2013,5003,4016,3001,10394,4.8,.00,0,10,48,0,48,30.34
1036,19961225,2062,5003,4006,3001,10394,39.4,.00,0,10,394,0,394,30.34
1035,19961226,2046,5001,4014,3006,10395,9.6,.10,0.96,28,268.8,26.88,241.92,184.41
1035,19961226,2053,5001,4009,3006,10395,26.2,.10,2.62,70,1834,183.4,1650.6,184.41
1035,19961226,2069,5001,4020,3006,10395,28.8,.00,0,8,230.4,0,230.4,184.41
1025,19961227,2023,5003,4023,3001,10396,7.2,.00,0,40,288,0,288,135.35
1025,19961227,2071,5003,4020,3001,10396,17.2,.00,0,60,1032,0,1032,135.35
1025,19961227,2072,5003,4007,3001,10396,27.8,.00,0,21,583.8,0,583.8,135.35
1060,19961227,2021,5001,4026,3005,10397,8,.15,1.2,10,80,12,68,60.26
1060,19961227,2051,5001,4009,3005,10397,42.4,.15,6.36,18,763.2,114.48,648.72,60.26
1071,19961230,2035,5003,4002,3002,10398,14.4,.00,0,30,432,0,432,89.16
1071,19961230,2055,5003,4015,3002,10398,19.2,.10,1.92,120,2304,230.4,2073.5999,89.16
1083,19961231,2068,5003,4026,3008,10399,10,.00,0,60,600,0,600,27.36
1083,19961231,2071,5003,4020,3008,10399,17.2,.00,0,30,516,0,516,27.36
1083,19961231,2076,5003,4012,3008,10399,14.4,.00,0,35,504,0,504,27.36
1083,19961231,2077,5003,4024,3008,10399,10.4,.00,0,14,145.6,0,145.6,27.36
1019,19970101,2029,5003,4024,3001,10400,99,.00,0,21,2079,0,2079,83.93
1019,19970101,2035,5003,4002,3001,10400,14.4,.00,0,35,504,0,504,83.93
1019,19970101,2049,5003,4012,3001,10400,16,.00,0,30,480,0,480,83.93
1065,19970101,2030,5001,4019,3001,10401,20.7,.00,0,18,372.6,0,372.6,12.51
1065,19970101,2056,5001,4021,3001,10401,30.4,.00,0,70,2128,0,2128,12.51
1065,19970101,2065,5001,4018,3001,10401,16.8,.00,0,20,336,0,336,12.51
1065,19970101,2071,5001,4020,3001,10401,17.2,.00,0,60,1032,0,1032,12.51
1020,19970102,2023,5002,4023,3008,10402,7.2,.00,0,60,432,0,432,67.88
1020,19970102,2063,5002,4022,3008,10402,35.1,.00,0,65,2281.5,0,2281.5,67.88
1020,19970103,2016,5003,4022,3004,10403,13.9,.15,2.085,21,291.9,43.785,248.115,73.79
1020,19970103,2048,5003,4029,3004,10403,10.2,.15,1.53,70,714,107.1,606.9,73.79
1049,19970103,2026,5001,4011,3002,10404,24.9,.05,1.245,30,747,37.35,709.65,155.97
1049,19970103,2042,5001,4013,3002,10404,11.2,.05,0.56,40,448,22.4,425.6,155.97
1049,19970103,2049,5001,4012,3002,10404,16,.05,0.8,30,480,24,456,155.97
1047,19970106,2003,5001,4005,3001,10405,8,.00,0,50,400,0,400,34.82
1062,19970107,2001,5001,4005,3007,10406,14.4,.00,0,10,144,0,144,108.04
1062,19970107,2021,5001,4026,3007,10406,8,.10,0.8,30,240,24,216,108.04
1062,19970107,2028,5001,4024,3007,10406,36.4,.10,3.64,42,1528.8,152.88,1375.92,108.04
1062,19970107,2036,5001,4027,3007,10406,15.2,.10,1.52,5,76,7.6,68.4,108.04
1062,19970107,2040,5001,4017,3007,10406,14.7,.10,1.47,2,29.4,2.94,26.46,108.04
1056,19970107,2011,5002,4003,3002,10407,16.8,.00,0,30,504,0,504,91.48
1056,19970107,2069,5002,4020,3002,10407,28.8,.00,0,15,432,0,432,91.48
1056,19970107,2071,5002,4020,3002,10407,17.2,.00,0,15,258,0,258,91.48
1023,19970108,2037,5001,4027,3008,10408,20.8,.00,0,10,208,0,208,11.26
1023,19970108,2054,5001,4015,3008,10408,5.9,.00,0,6,35.4,0,35.4,11.26
1023,19970108,2062,5001,4006,3008,10408,39.4,.00,0,35,1379,0,1379,11.26
1054,19970109,2014,5001,4016,3003,10409,18.6,.00,0,12,223.2,0,223.2,29.83
1054,19970109,2021,5001,4026,3003,10409,8,.00,0,12,96,0,96,29.83
1010,19970110,2033,5003,4020,3003,10410,2,.00,0,49,98,0,98,2.4
1010,19970110,2059,5003,4008,3003,10410,44,.00,0,16,704,0,704,2.4
1010,19970110,2041,5003,4017,3009,10411,7.7,.20,1.54,25,192.5,38.5,154,23.65
1010,19970110,2044,5003,4013,3009,10411,15.5,.20,3.1,40,620,124,496,23.65
1010,19970110,2059,5003,4008,3009,10411,44,.20,8.8,9,396,79.2,316.8,23.65
1087,19970113,2014,5002,4016,3008,10412,18.6,.10,1.86,20,372,37.2,334.8,3.77
1041,19970114,2001,5002,4005,3003,10413,14.4,.00,0,24,345.6,0,345.6,95.66
1041,19970114,2062,5002,4006,3003,10413,39.4,.00,0,40,1576,0,1576,95.66
1041,19970114,2076,5002,4012,3003,10413,14.4,.00,0,14,201.6,0,201.6,95.66
1021,19970114,2019,5003,4026,3002,10414,7.3,.05,0.365,18,131.4,6.57,124.83,21.48
1021,19970114,2033,5003,4020,3002,10414,2,.00,0,50,100,0,100,21.48
1036,19970115,2017,5001,4022,3003,10415,31.2,.00,0,2,62.4,0,62.4,0.2
1036,19970115,2033,5001,4020,3003,10415,2,.00,0,20,40,0,40,0.2
1087,19970116,2019,5003,4026,3008,10416,7.3,.00,0,20,146,0,146,22.72
1087,19970116,2053,5003,4009,3008,10416,26.2,.00,0,10,262,0,262,22.72
1087,19970116,2057,5003,4021,3008,10416,15.6,.00,0,20,312,0,312,22.72
1073,19970116,2038,5003,4001,3004,10417,210.8,.00,0,50,10540,0,10540,70.29
1073,19970116,2046,5003,4014,3004,10417,9.6,.25,2.4,2,19.2,4.8,14.4,70.29
1073,19970116,2068,5003,4026,3004,10417,10,.25,2.5,36,360,90,270,70.29
1073,19970116,2077,5003,4024,3004,10417,10.4,.00,0,35,364,0,364,70.29
1063,19970117,2002,5001,4005,3004,10418,15.2,.00,0,60,912,0,912,17.55
1063,19970117,2047,5001,4029,3004,10418,7.6,.00,0,55,418,0,418,17.55
1063,19970117,2061,5001,4006,3004,10418,22.8,.00,0,16,364.8,0,364.8,17.55
1063,19970117,2074,5001,4028,3004,10418,8,.00,0,15,120,0,120,17.55
1068,19970120,2060,5002,4008,3004,10419,27.2,.05,1.36,60,1632,81.6,1550.4,137.35
1068,19970120,2069,5002,4020,3004,10419,28.8,.05,1.44,20,576,28.8,547.2,137.35
1088,19970121,2009,5001,4028,3003,10420,77.6,.10,7.76,20,1552,155.2,1396.7999,44.12
1088,19970121,2013,5001,4016,3003,10420,4.8,.10,0.48,2,9.6,0.96,8.64,44.12
1088,19970121,2070,5001,4022,3003,10420,12,.10,1.2,8,96,9.6,86.4,44.12
1088,19970121,2073,5001,4027,3003,10420,12,.10,1.2,20,240,24,216,44.12
1061,19970121,2019,5001,4026,3008,10421,7.3,.15,1.095,4,29.2,4.38,24.82,99.23
1061,19970121,2026,5001,4011,3008,10421,24.9,.00,0,30,747,0,747,99.23
1061,19970121,2053,5001,4009,3008,10421,26.2,.15,3.93,15,393,58.95,334.05,99.23
1061,19970121,2077,5001,4024,3008,10421,10.4,.15,1.56,10,104,15.6,88.4,99.23
1027,19970122,2026,5001,4011,3002,10422,24.9,.00,0,2,49.8,0,49.8,3.02
1031,19970123,2031,5003,4007,3006,10423,10,.00,0,14,140,0,140,24.5
1031,19970123,2059,5003,4008,3006,10423,44,.00,0,20,880,0,880,24.5
1051,19970123,2035,5002,4002,3007,10424,14.4,.20,2.88,60,864,172.8,691.2,370.61
1051,19970123,2038,5002,4001,3007,10424,210.8,.20,42.16,49,10329.2,2065.8401,8263.3604,370.61
1051,19970123,2068,5002,4026,3007,10424,10,.20,2,30,300,60,240,370.61
1041,19970124,2055,5002,4015,3006,10425,19.2,.25,4.8,10,192,48,144,7.93
1041,19970124,2076,5002,4012,3006,10425,14.4,.25,3.6,20,288,72,216,7.93
1029,19970127,2056,5001,4021,3004,10426,30.4,.00,0,5,152,0,152,18.69
1029,19970127,2064,5001,4024,3004,10426,26.6,.00,0,7,186.2,0,186.2,18.69
1059,19970127,2014,5002,4016,3004,10427,18.6,.00,0,35,651,0,651,31.29
1066,19970128,2046,5001,4014,3007,10428,9.6,.00,0,20,192,0,192,11.09
1037,19970129,2050,5002,4012,3003,10429,13,.00,0,40,520,0,520,56.63
1037,19970129,2063,5002,4022,3003,10429,35.1,.25,8.775,35,1228.5,307.125,921.375,56.63
1020,19970130,2017,5001,4022,3004,10430,31.2,.20,6.24,45,1404,280.8,1123.2001,458.78
1020,19970130,2021,5001,4026,3004,10430,8,.00,0,50,400,0,400,458.78
1020,19970130,2056,5001,4021,3004,10430,30.4,.00,0,30,912,0,912,458.78
1020,19970130,2059,5001,4008,3004,10430,44,.20,8.8,70,3080,616,2464,458.78
1010,19970130,2017,5002,4022,3004,10431,31.2,.25,7.8,50,1560,390,1170,44.17
1010,19970130,2040,5002,4017,3004,10431,14.7,.25,3.675,50,735,183.75,551.25,44.17
1010,19970130,2047,5002,4029,3004,10431,7.6,.25,1.9,30,228,57,171,44.17
1075,19970131,2026,5002,4011,3003,10432,24.9,.00,0,10,249,0,249,4.34
1075,19970131,2054,5002,4015,3003,10432,5.9,.00,0,40,236,0,236,4.34
1060,19970203,2056,5003,4021,3003,10433,30.4,.00,0,28,851.2,0,851.2,73.83
1024,19970203,2011,5002,4003,3003,10434,16.8,.00,0,6,100.8,0,100.8,17.92
1024,19970203,2076,5002,4012,3003,10434,14.4,.15,2.16,18,259.2,38.88,220.32,17.92
1016,19970204,2002,5002,4005,3008,10435,15.2,.00,0,10,152,0,152,9.21
1016,19970204,2022,5002,4023,3008,10435,16.8,.00,0,12,201.6,0,201.6,9.21
1016,19970204,2072,5002,4007,3008,10435,27.8,.00,0,10,278,0,278,9.21
1007,19970205,2046,5002,4014,3003,10436,9.6,.00,0,5,48,0,48,156.66
1007,19970205,2056,5002,4021,3003,10436,30.4,.10,3.04,40,1216,121.6,1094.4,156.66
1007,19970205,2064,5002,4024,3003,10436,26.6,.10,2.66,30,798,79.8,718.2,156.66
1007,19970205,2075,5002,4024,3003,10436,6.2,.10,0.62,24,148.8,14.88,133.92,156.66
1087,19970205,2053,5001,4009,3008,10437,26.2,.00,0,15,393,0,393,19.97
1079,19970206,2019,5002,4026,3003,10438,7.3,.20,1.46,15,109.5,21.9,87.6,8.24
1079,19970206,2034,5002,4002,3003,10438,11.2,.20,2.24,20,224,44.8,179.2,8.24
1079,19970206,2057,5002,4021,3003,10438,15.6,.20,3.12,15,234,46.8,187.2,8.24
1051,19970207,2012,5003,4003,3006,10439,30.4,.00,0,15,456,0,456,4.07
1051,19970207,2016,5003,4022,3006,10439,13.9,.00,0,16,222.4,0,222.4,4.07
1051,19970207,2064,5003,4024,3006,10439,26.6,.00,0,6,159.6,0,159.6,4.07
1051,19970207,2074,5003,4028,3006,10439,8,.00,0,30,240,0,240,4.07
1071,19970210,2002,5002,4005,3004,10440,15.2,.15,2.28,45,684,102.6,581.4,86.53
1071,19970210,2016,5002,4022,3004,10440,13.9,.15,2.085,49,681.1,102.165,578.935,86.53
1071,19970210,2029,5002,4024,3004,10440,99,.15,14.85,24,2376,356.4,2019.6001,86.53
1071,19970210,2061,5002,4006,3004,10440,22.8,.15,3.42,90,2052,307.8,1744.2001,86.53
1055,19970210,2027,5002,4011,3003,10441,35.1,.00,0,50,1755,0,1755,73.02
1020,19970211,2011,5002,4003,3003,10442,16.8,.00,0,30,504,0,504,47.94
1020,19970211,2054,5002,4015,3003,10442,5.9,.00,0,80,472,0,472,47.94
1020,19970211,2066,5002,4018,3003,10442,13.6,.00,0,60,816,0,816,47.94
1066,19970212,2011,5001,4003,3008,10443,16.8,.20,3.36,6,100.8,20.16,80.64,13.95
1066,19970212,2028,5001,4024,3008,10443,36.4,.00,0,12,436.8,0,436.8,13.95
1005,19970212,2017,5003,4022,3003,10444,31.2,.00,0,10,312,0,312,3.5
1005,19970212,2026,5003,4011,3003,10444,24.9,.00,0,15,373.5,0,373.5,3.5
1005,19970212,2035,5003,4002,3003,10444,14.4,.00,0,8,115.2,0,115.2,3.5
1005,19970212,2041,5003,4017,3003,10444,7.7,.00,0,30,231,0,231,3.5
1005,19970213,2039,5001,4001,3003,10445,14.4,.00,0,6,86.4,0,86.4,9.3
1005,19970213,2054,5001,4015,3003,10445,5.9,.00,0,15,88.5,0,88.5,9.3
1079,19970214,2019,5001,4026,3006,10446,7.3,.10,0.73,12,87.6,8.76,78.84,14.68
1079,19970214,2024,5001,4025,3006,10446,3.6,.10,0.36,20,72,7.2,64.8,14.68
1079,19970214,2031,5001,4007,3006,10446,10,.10,1,3,30,3,27,14.68
1079,19970214,2052,5001,4009,3006,10446,5.6,.10,0.56,15,84,8.4,75.6,14.68
1067,19970214,2019,5002,4026,3004,10447,7.3,.00,0,40,292,0,292,68.66
1067,19970214,2065,5002,4018,3004,10447,16.8,.00,0,35,588,0,588,68.66
1067,19970214,2071,5002,4020,3004,10447,17.2,.00,0,2,34.4,0,34.4,68.66
1064,19970217,2026,5002,4011,3004,10448,24.9,.00,0,6,149.4,0,149.4,38.82
1064,19970217,2040,5002,4017,3004,10448,14.7,.00,0,20,294,0,294,38.82
1007,19970218,2010,5002,4028,3003,10449,24.8,.00,0,14,347.2,0,347.2,53.3
1007,19970218,2052,5002,4009,3003,10449,5.6,.00,0,20,112,0,112,53.3
1007,19970218,2062,5002,4006,3003,10449,39.4,.00,0,35,1379,0,1379,53.3
1084,19970219,2010,5002,4028,3008,10450,24.8,.20,4.96,20,496,99.2,396.8,7.23
1084,19970219,2054,5002,4015,3008,10450,5.9,.20,1.18,6,35.4,7.08,28.32,7.23
1063,19970219,2055,5003,4015,3004,10451,19.2,.10,1.92,120,2304,230.4,2073.5999,189.09
1063,19970219,2064,5003,4024,3004,10451,26.6,.10,2.66,35,931,93.1,837.9,189.09
1063,19970219,2065,5003,4018,3004,10451,16.8,.10,1.68,28,470.4,47.04,423.36,189.09
1063,19970219,2077,5003,4024,3004,10451,10.4,.10,1.04,55,572,57.2,514.8,189.09
1071,19970220,2028,5001,4024,3008,10452,36.4,.00,0,15,546,0,546,140.26
1071,19970220,2044,5001,4013,3008,10452,15.5,.05,0.775,100,1550,77.5,1472.5,140.26
1004,19970221,2048,5002,4029,3001,10453,10.2,.10,1.02,15,153,15.3,137.7,25.36
1004,19970221,2070,5002,4022,3001,10453,12,.10,1.2,25,300,30,270,25.36
1041,19970221,2016,5003,4022,3004,10454,13.9,.20,2.78,20,278,55.6,222.4,2.74
1041,19970221,2033,5003,4020,3004,10454,2,.20,0.4,20,40,8,32,2.74
1041,19970221,2046,5003,4014,3004,10454,9.6,.20,1.92,10,96,19.2,76.8,2.74
1087,19970224,2039,5002,4001,3008,10455,14.4,.00,0,20,288,0,288,180.45
1087,19970224,2053,5002,4009,3008,10455,26.2,.00,0,50,1310,0,1310,180.45
1087,19970224,2061,5002,4006,3008,10455,22.8,.00,0,25,570,0,570,180.45
1087,19970224,2071,5002,4020,3008,10455,17.2,.00,0,30,516,0,516,180.45
1039,19970225,2021,5002,4026,3008,10456,8,.15,1.2,40,320,48,272,8.12
1039,19970225,2049,5002,4012,3008,10456,16,.15,2.4,21,336,50.4,285.6,8.12
1039,19970225,2059,5001,4008,3002,10457,44,.00,0,36,1584,0,1584,11.57
1076,19970226,2026,5003,4011,3007,10458,24.9,.00,0,30,747,0,747,147.06
1076,19970226,2028,5003,4024,3007,10458,36.4,.00,0,30,1092,0,1092,147.06
1076,19970226,2043,5003,4013,3007,10458,36.8,.00,0,20,736,0,736,147.06
1076,19970226,2056,5003,4021,3007,10458,30.4,.00,0,15,456,0,456,147.06
1076,19970226,2071,5003,4020,3007,10458,17.2,.00,0,50,860,0,860,147.06
1084,19970227,2007,5002,4010,3004,10459,24,.05,1.2,16,384,19.2,364.8,25.09
1084,19970227,2046,5002,4014,3004,10459,9.6,.05,0.48,20,192,9.6,182.4,25.09
1084,19970227,2072,5002,4007,3004,10459,27.8,.00,0,40,1112,0,1112,25.09
1024,19970228,2068,5001,4026,3008,10460,10,.25,2.5,21,210,52.5,157.5,16.27
1024,19970228,2075,5001,4024,3008,10460,6.2,.25,1.55,4,24.8,6.2,18.6,16.27
1046,19970228,2021,5003,4026,3001,10461,8,.25,2,40,320,80,240,148.61
1046,19970228,2030,5003,4019,3001,10461,20.7,.25,5.175,28,579.6,144.9,434.7,148.61
1046,19970228,2055,5003,4015,3001,10461,19.2,.25,4.8,60,1152,288,864,148.61
1016,19970303,2013,5001,4016,3002,10462,4.8,.00,0,1,4.8,0,4.8,6.17
1016,19970303,2023,5001,4023,3002,10462,7.2,.00,0,21,151.2,0,151.2,6.17
1076,19970304,2019,5003,4026,3005,10463,7.3,.00,0,21,153.3,0,153.3,14.78
1076,19970304,2042,5003,4013,3005,10463,11.2,.00,0,50,560,0,560,14.78
1028,19970304,2004,5002,4018,3004,10464,17.6,.20,3.52,16,281.6,56.32,225.28,89
1028,19970304,2043,5002,4013,3004,10464,36.8,.00,0,3,110.4,0,110.4,89
1028,19970304,2056,5002,4021,3004,10464,30.4,.20,6.08,30,912,182.4,729.6,89
1028,19970304,2060,5002,4008,3004,10464,27.2,.00,0,20,544,0,544,89
1083,19970305,2024,5003,4025,3001,10465,3.6,.00,0,25,90,0,90,145.04
1083,19970305,2029,5003,4024,3001,10465,99,.10,9.9,18,1782,178.2,1603.7999,145.04
1083,19970305,2040,5003,4017,3001,10465,14.7,.00,0,20,294,0,294,145.04
1083,19970305,2045,5003,4014,3001,10465,7.6,.10,0.76,30,228,22.8,205.2,145.04
1083,19970305,2050,5003,4012,3001,10465,13,.00,0,25,325,0,325,145.04
1015,19970306,2011,5001,4003,3004,10466,16.8,.00,0,10,168,0,168,11.93
1015,19970306,2046,5001,4014,3004,10466,9.6,.00,0,5,48,0,48,11.93
1049,19970306,2024,5002,4025,3008,10467,3.6,.00,0,28,100.8,0,100.8,4.93
1049,19970306,2025,5002,4011,3008,10467,11.2,.00,0,12,134.4,0,134.4,4.93
1039,19970307,2030,5003,4019,3003,10468,20.7,.00,0,8,165.6,0,165.6,44.12
1039,19970307,2043,5003,4013,3003,10468,36.8,.00,0,15,552,0,552,44.12
1089,19970310,2002,5001,4005,3001,10469,15.2,.15,2.28,40,608,91.2,516.8,60.18
1089,19970310,2016,5001,4022,3001,10469,13.9,.15,2.085,35,486.5,72.975,413.525,60.18
1089,19970310,2044,5001,4013,3001,10469,15.5,.15,2.325,2,31,4.65,26.35,60.18
1009,19970311,2018,5002,4022,3004,10470,50,.00,0,30,1500,0,1500,64.56
1009,19970311,2023,5002,4023,3004,10470,7.2,.00,0,15,108,0,108,64.56
1009,19970311,2064,5002,4024,3004,10470,26.6,.00,0,8,212.8,0,212.8,64.56
1011,19970311,2007,5003,4010,3002,10471,24,.00,0,30,720,0,720,45.59
1011,19970311,2056,5003,4021,3002,10471,30.4,.00,0,20,608,0,608,45.59
1072,19970312,2024,5001,4025,3008,10472,3.6,.05,0.18,80,288,14.4,273.6,4.2
1072,19970312,2051,5001,4009,3008,10472,42.4,.00,0,18,763.2,0,763.2,4.2
1038,19970313,2033,5003,4020,3001,10473,2,.00,0,12,24,0,24,16.37
1038,19970313,2071,5003,4020,3001,10473,17.2,.00,0,12,206.4,0,206.4,16.37
1058,19970313,2014,5002,4016,3005,10474,18.6,.00,0,12,223.2,0,223.2,83.49
1058,19970313,2028,5002,4024,3005,10474,36.4,.00,0,18,655.2,0,655.2,83.49
